name,path,level,physical,magic,fire,lightning,strength,dexterity,intelligence,faith,physical_reduction,magic_reduction,fire_reduction,lightning_reduction
Cracked Round Shield,Standard,2,50,0,0,0,D,0,0,0,65,55,10,45
Cracked Round Shield,Standard,3,52,0,0,0,D,0,0,0,65,55,10,45
Cracked Round Shield,Standard,4,55,0,0,0,D,0,0,0,65,55,10,45
Cracked Round Shield,Standard,5,57,0,0,0,D,0,0,0,65,55,10,45
Cracked Round Shield,Standard,6,60,0,0,0,D,0,0,0,65,55,10,45
Cracked Round Shield,Standard,7,63,0,0,0,D,0,0,0,65,55,10,45
Cracked Round Shield,Standard,8,65,0,0,0,D,0,0,0,65,55,10,45
Cracked Round Shield,Standard,9,68,0,0,0,D,0,0,0,65,55,10,45
Cracked Round Shield,Standard,10,71,0,0,0,D,0,0,0,65,55,10,45
Cracked Round Shield,Standard,11,74,0,0,0,D,0,0,0,65,55,10,45
Cracked Round Shield,Standard,12,77,0,0,0,D,0,0,0,65,55,10,45
Cracked Round Shield,Standard,13,80,0,0,0,D,0,0,0,65,55,10,45
Cracked Round Shield,Standard,14,84,0,0,0,D,0,0,0,65,55,10,45
Cracked Round Shield,Standard,15,92,0,0,0,D,0,0,0,65,55,10,45
Cracked Round Shield,Crystal,0,71,0,0,0,D,0,0,0,65,55,10,45
Cracked Round Shield,Crystal,1,74,0,0,0,D,0,0,0,65,55,10,45
Cracked Round Shield,Crystal,2,77,0,0,0,D,0,0,0,65,55,10,45
Cracked Round Shield,Crystal,3,80,0,0,0,D,0,0,0,65,55,10,45
Cracked Round Shield,Crystal,4,84,0,0,0,D,0,0,0,65,55,10,45
Cracked Round Shield,Crystal,5,92,0,0,0,D,0,0,0,65,55,10,45
Cracked Round Shield,Magic,0,43,46,0,0,E,0,D,0,65,55,10,45
Cracked Round Shield,Magic,1,45,48,0,0,E,0,D,0,65,56.6,10,45
Cracked Round Shield,Magic,2,47,50,0,0,E,0,D,0,65,58.3,10,45
Cracked Round Shield,Magic,3,50,52,0,0,E,0,D,0,65,60,10,45
Cracked Round Shield,Magic,4,52,55,0,0,E,0,D,0,65,61.6,10,45
Cracked Round Shield,Magic,5,54,57,0,0,E,0,D,0,65,63.3,10,45
Cracked Round Shield,Magic,6,56,59,0,0,E,0,D,0,65,64.9,10,45
Cracked Round Shield,Magic,7,59,62,0,0,E,0,D,0,65,66.6,10,45
Cracked Round Shield,Magic,8,61,65,0,0,E,0,D,0,65,68.2,10,45
Cracked Round Shield,Magic,9,64,67,0,0,E,0,D,0,65,69.8,10,45
Cracked Round Shield,Magic,10,70,74,0,0,E,0,D,0,65,71.5,10,45
Cracked Round Shield,Divine,0,38,47,0,0,E,0,0,D,65,55,10,45
Cracked Round Shield,Divine,1,40,49,0,0,E,0,0,D,65,55,10,45
Cracked Round Shield,Divine,2,42,52,0,0,E,0,0,D,65,55,10,45
Cracked Round Shield,Divine,3,44,54,0,0,E,0,0,D,65,55,10,45
Cracked Round Shield,Divine,4,46,56,0,0,E,0,0,D,65,55,10,45
Cracked Round Shield,Divine,5,48,58,0,0,E,0,0,D,65,55,10,45
Cracked Round Shield,Divine,6,50,61,0,0,E,0,0,D,65,55,10,45
Cracked Round Shield,Divine,7,52,64,0,0,E,0,0,D,65,55,10,45
Cracked Round Shield,Divine,8,54,66,0,0,E,0,0,D,65,55,10,45
Cracked Round Shield,Divine,9,56,69,0,0,E,0,0,D,65,55,10,45
Cracked Round Shield,Divine,10,62,76,0,0,E,0,0,D,65,55,10,45
Cracked Round Shield,Fire,0,46,0,46,0,0,0,0,0,65,55,10,45
Cracked Round Shield,Fire,1,47,0,47,0,0,0,0,0,65,55,10.3,45
Cracked Round Shield,Fire,2,49,0,49,0,0,0,0,0,65,55,10.6,45
Cracked Round Shield,Fire,3,51,0,51,0,0,0,0,0,65,55,10.9,45
Cracked Round Shield,Fire,4,53,0,53,0,0,0,0,0,65,55,11.2,45
Cracked Round Shield,Fire,5,55,0,55,0,0,0,0,0,65,55,11.5,45
Cracked Round Shield,Fire,6,58,0,58,0,0,0,0,0,65,55,11.8,45
Cracked Round Shield,Fire,7,61,0,61,0,0,0,0,0,65,55,12.1,45
Cracked Round Shield,Fire,8,64,0,64,0,0,0,0,0,65,55,12.4,45
Cracked Round Shield,Fire,9,68,0,68,0,0,0,0,0,65,55,12.7,45
Cracked Round Shield,Fire,10,71,0,71,0,0,0,0,0,65,55,13,45
Cracked Round Shield,Lightning,0,55,0,0,55,0,0,0,0,65,55,10,50.4
Cracked Round Shield,Lightning,1,58,0,0,58,0,0,0,0,65,55,10,51.3
Cracked Round Shield,Lightning,2,62,0,0,62,0,0,0,0,65,55,10,51.7
Cracked Round Shield,Lightning,3,66,0,0,66,0,0,0,0,65,55,10,52.2
Cracked Round Shield,Lightning,4,69,0,0,69,0,0,0,0,65,55,10,53.1
Cracked Round Shield,Lightning,5,73,0,0,73,0,0,0,0,65,55,10,54
Effigy Shield,Standard,0,60,0,0,0,D,0,0,0,90,40,70,90
Effigy Shield,Standard,1,62,0,0,0,D,0,0,0,90,40,70,90
Effigy Shield,Standard,2,66,0,0,0,D,0,0,0,90,40,70,90
Effigy Shield,Standard,3,69,0,0,0,D,0,0,0,90,40,70,90
Effigy Shield,Standard,4,72,0,0,0,D,0,0,0,90,40,70,90
Effigy Shield,Standard,5,75,0,0,0,D,0,0,0,90,40,70,90
Effigy Shield,Standard,6,78,0,0,0,D,0,0,0,90,40,70,90
Effigy Shield,Standard,7,82,0,0,0,D,0,0,0,90,40,70,90
Effigy Shield,Standard,8,85,0,0,0,D,0,0,0,90,40,70,90
Effigy Shield,Standard,9,89,0,0,0,D,0,0,0,90,40,70,90
Effigy Shield,Standard,10,93,0,0,0,D,0,0,0,90,40,70,90
Effigy Shield,Standard,11,97,0,0,0,D,0,0,0,90,40,70,90
Effigy Shield,Standard,12,101,0,0,0,D,0,0,0,90,40,70,90
Effigy Shield,Standard,13,105,0,0,0,D,0,0,0,90,40,70,90
Effigy Shield,Standard,14,109,0,0,0,D,0,0,0,90,40,70,90
Effigy Shield,Standard,15,120,0,0,0,D,0,0,0,90,40,70,90
Effigy Shield,Crystal,0,93,0,0,0,D,0,0,0,90,40,70,90
Effigy Shield,Crystal,1,97,0,0,0,D,0,0,0,90,40,70,90
Effigy Shield,Crystal,2,101,0,0,0,D,0,0,0,90,40,70,90
Effigy Shield,Crystal,3,105,0,0,0,D,0,0,0,90,40,70,90
Effigy Shield,Crystal,4,109,0,0,0,D,0,0,0,90,40,70,90
Effigy Shield,Crystal,5,120,0,0,0,D,0,0,0,90,40,70,90
Effigy Shield,Magic,0,56,61,0,0,E,0,D,0,90,40,70,90
Effigy Shield,Magic,1,58,64,0,0,E,0,D,0,90,41.2,70,90
Effigy Shield,Magic,2,61,67,0,0,E,0,D,0,90,42.4,70,90
Effigy Shield,Magic,3,64,70,0,0,E,0,D,0,90,43.6,70,90
Effigy Shield,Magic,4,67,73,0,0,E,0,D,0,90,44.8,70,90
Effigy Shield,Magic,5,69,75,0,0,E,0,D,0,90,46,70,90
Effigy Shield,Magic,6,72,79,0,0,E,0,D,0,90,47.2,70,90
Effigy Shield,Magic,7,76,82,0,0,E,0,D,0,90,48.4,70,90
Effigy Shield,Magic,8,79,86,0,0,E,0,D,0,90,49.6,70,90
Effigy Shield,Magic,9,82,89,0,0,E,0,D,0,90,50.8,70,90
Effigy Shield,Magic,10,90,98,0,0,E,0,D,0,90,52,70,90
Effigy Shield,Divine,0,51,62,0,0,E,0,0,D,90,40,70,90
Effigy Shield,Divine,1,53,65,0,0,E,0,0,D,90,40,70,90
Effigy Shield,Divine,2,56,68,0,0,E,0,0,D,90,40,70,90
Effigy Shield,Divine,3,58,71,0,0,E,0,0,D,90,40,70,90
Effigy Shield,Divine,4,61,74,0,0,E,0,0,D,90,40,70,90
Effigy Shield,Divine,5,63,77,0,0,E,0,0,D,90,40,70,90
Effigy Shield,Divine,6,66,81,0,0,E,0,0,D,90,40,70,90
Effigy Shield,Divine,7,69,84,0,0,E,0,0,D,90,40,70,90
Effigy Shield,Divine,8,72,88,0,0,E,0,0,D,90,40,70,90
Effigy Shield,Divine,9,75,91,0,0,E,0,0,D,90,40,70,90
Effigy Shield,Divine,10,82,100,0,0,E,0,0,D,90,40,70,90
Effigy Shield,Fire,0,60,0,60,0,0,0,0,0,90,40,70,90
Effigy Shield,Fire,1,62,0,62,0,0,0,0,0,90,40,71.4,90
Effigy Shield,Fire,2,64,0,64,0,0,0,0,0,90,40,72.8,90
Effigy Shield,Fire,3,67,0,67,0,0,0,0,0,90,40,74.2,90
Effigy Shield,Fire,4,69,0,69,0,0,0,0,0,90,40,75.6,90
Effigy Shield,Fire,5,72,0,72,0,0,0,0,0,90,40,77,90
Effigy Shield,Fire,6,76,0,76,0,0,0,0,0,90,40,78.4,90
Effigy Shield,Fire,7,80,0,80,0,0,0,0,0,90,40,79.8,90
Effigy Shield,Fire,8,84,0,84,0,0,0,0,0,90,40,81.2,90
Effigy Shield,Fire,9,88,0,88,0,0,0,0,0,90,40,82.6,90
Effigy Shield,Fire,10,93,0,93,0,0,0,0,0,90,40,84,90
Effigy Shield,Lightning,0,72,0,0,72,0,0,0,0,90,40,70,90
Effigy Shield,Lightning,1,76,0,0,76,0,0,0,0,90,40,70,90
Effigy Shield,Lightning,2,81,0,0,81,0,0,0,0,90,40,70,90
Effigy Shield,Lightning,3,86,0,0,86,0,0,0,0,90,40,70,90
Effigy Shield,Lightning,4,91,0,0,91,0,0,0,0,90,40,70,90
Effigy Shield,Lightning,5,96,0,0,96,0,0,0,0,90,40,70,90
Leather Shield,Standard,0,42,0,0,0,D,0,0,0,85,35,60,60
Leather Shield,Standard,1,44,0,0,0,D,0,0,0,85,35,60,60
Leather Shield,Standard,2,46,0,0,0,D,0,0,0,85,35,60,60
Leather Shield,Standard,3,48,0,0,0,D,0,0,0,85,35,60,60
Leather Shield,Standard,4,50,0,0,0,D,0,0,0,85,35,60,60
Leather Shield,Standard,5,52,0,0,0,D,0,0,0,85,35,60,60
Leather Shield,Standard,6,55,0,0,0,D,0,0,0,85,35,60,60
Leather Shield,Standard,7,57,0,0,0,D,0,0,0,85,35,60,60
Leather Shield,Standard,8,60,0,0,0,D,0,0,0,85,35,60,60
Leather Shield,Standard,9,62,0,0,0,D,0,0,0,85,35,60,60
Leather Shield,Standard,10,65,0,0,0,D,0,0,0,85,35,60,60
Leather Shield,Standard,11,68,0,0,0,D,0,0,0,85,35,60,60
Leather Shield,Standard,12,70,0,0,0,D,0,0,0,85,35,60,60
Leather Shield,Standard,13,73,0,0,0,D,0,0,0,85,35,60,60
Leather Shield,Standard,14,76,0,0,0,D,0,0,0,85,35,60,60
Leather Shield,Standard,15,84,0,0,0,D,0,0,0,85,35,60,60
Leather Shield,Crystal,0,65,0,0,0,D,0,0,0,85,35,60,60
Leather Shield,Crystal,1,68,0,0,0,D,0,0,0,85,35,60,60
Leather Shield,Crystal,2,70,0,0,0,D,0,0,0,85,35,60,60
Leather Shield,Crystal,3,73,0,0,0,D,0,0,0,85,35,60,60
Leather Shield,Crystal,4,76,0,0,0,D,0,0,0,85,35,60,60
Leather Shield,Crystal,5,84,0,0,0,D,0,0,0,85,35,60,60
Leather Shield,Magic,0,40,42,0,0,E,0,D,0,85,35,60,60
Leather Shield,Magic,1,41,44,0,0,E,0,D,0,85,36,60,60
Leather Shield,Magic,2,43,46,0,0,E,0,D,0,85,37.1,60,60
Leather Shield,Magic,3,45,48,0,0,E,0,D,0,85,38.2,60,60
Leather Shield,Magic,4,47,50,0,0,E,0,D,0,85,39.2,60,60
Leather Shield,Magic,5,49,52,0,0,E,0,D,0,85,40.3,60,60
Leather Shield,Magic,6,51,55,0,0,E,0,D,0,85,41.3,60,60
Leather Shield,Magic,7,54,57,0,0,E,0,D,0,85,42.4,60,60
Leather Shield,Magic,8,56,59,0,0,E,0,D,0,85,43.4,60,60
Leather Shield,Magic,9,58,62,0,0,E,0,D,0,85,44.5,60,60
Leather Shield,Magic,10,64,68,0,0,E,0,D,0,85,45.5,60,60
Leather Shield,Divine,0,35,43,0,0,E,0,0,D,85,35,60,60
Leather Shield,Divine,1,36,45,0,0,E,0,0,D,85,35,60,60
Leather Shield,Divine,2,38,47,0,0,E,0,0,D,85,35,60,60
Leather Shield,Divine,3,40,50,0,0,E,0,0,D,85,35,60,60
Leather Shield,Divine,4,41,52,0,0,E,0,0,D,85,35,60,60
Leather Shield,Divine,5,43,54,0,0,E,0,0,D,85,35,60,60
Leather Shield,Divine,6,45,56,0,0,E,0,0,D,85,35,60,60
Leather Shield,Divine,7,47,59,0,0,E,0,0,D,85,35,60,60
Leather Shield,Divine,8,49,61,0,0,E,0,0,D,85,35,60,60
Leather Shield,Divine,9,51,64,0,0,E,0,0,D,85,35,60,60
Leather Shield,Divine,10,56,70,0,0,E,0,0,D,85,35,60,60
Leather Shield,Fire,0,42,0,42,0,0,0,0,0,85,35,60,60
Leather Shield,Fire,1,43,0,43,0,0,0,0,0,85,35,61.8,60
Leather Shield,Fire,2,45,0,45,0,0,0,0,0,85,35,63.6,60
Leather Shield,Fire,3,47,0,47,0,0,0,0,0,85,35,65.4,60
Leather Shield,Fire,4,48,0,48,0,0,0,0,0,85,35,67.2,60
Leather Shield,Fire,5,50,0,50,0,0,0,0,0,85,35,69,60
Leather Shield,Fire,6,53,0,53,0,0,0,0,0,85,35,70.8,60
Leather Shield,Fire,7,56,0,56,0,0,0,0,0,85,35,72.6,60
Leather Shield,Fire,8,59,0,59,0,0,0,0,0,85,35,74.4,60
Leather Shield,Fire,9,62,0,62,0,0,0,0,0,85,35,76.2,60
Leather Shield,Fire,10,65,0,65,0,0,0,0,0,85,35,78,60
Leather Shield,Lightning,0,50,0,0,50,0,0,0,0,85,35,60,67.2
Leather Shield,Lightning,1,53,0,0,53,0,0,0,0,85,35,60,68.4
Leather Shield,Lightning,2,57,0,0,57,0,0,0,0,85,35,60,69
Leather Shield,Lightning,3,60,0,0,60,0,0,0,0,85,35,60,69.6
Leather Shield,Lightning,4,63,0,0,63,0,0,0,0,85,35,60,70.8
Leather Shield,Lightning,5,67,0,0,67,0,0,0,0,85,35,60,72
Plank Shield,Standard,0,52,0,0,0,D,0,0,0,75,40,20,55
Plank Shield,Standard,1,54,0,0,0,D,0,0,0,75,40,20,55
Plank Shield,Standard,2,57,0,0,0,D,0,0,0,75,40,20,55
Plank Shield,Standard,3,59,0,0,0,D,0,0,0,75,40,20,55
Plank Shield,Standard,4,62,0,0,0,D,0,0,0,75,40,20,55
Plank Shield,Standard,5,65,0,0,0,D,0,0,0,75,40,20,55
Plank Shield,Standard,6,68,0,0,0,D,0,0,0,75,40,20,55
Plank Shield,Standard,7,71,0,0,0,D,0,0,0,75,40,20,55
Plank Shield,Standard,8,74,0,0,0,D,0,0,0,75,40,20,55
Plank Shield,Standard,9,77,0,0,0,D,0,0,0,75,40,20,55
Plank Shield,Standard,10,80,0,0,0,D,0,0,0,75,40,20,55
Plank Shield,Standard,11,84,0,0,0,D,0,0,0,75,40,20,55
Plank Shield,Standard,12,87,0,0,0,D,0,0,0,75,40,20,55
Plank Shield,Standard,13,91,0,0,0,D,0,0,0,75,40,20,55
Plank Shield,Standard,14,95,0,0,0,D,0,0,0,75,40,20,55
Plank Shield,Standard,15,104,0,0,0,D,0,0,0,75,40,20,55
Plank Shield,Crystal,0,80,0,0,0,D,0,0,0,75,40,20,55
Plank Shield,Crystal,1,84,0,0,0,D,0,0,0,75,40,20,55
Plank Shield,Crystal,2,87,0,0,0,D,0,0,0,75,40,20,55
Plank Shield,Crystal,3,91,0,0,0,D,0,0,0,75,40,20,55
Plank Shield,Crystal,4,95,0,0,0,D,0,0,0,75,40,20,55
Plank Shield,Crystal,5,104,0,0,0,D,0,0,0,75,40,20,55
Plank Shield,Magic,0,48,52,0,0,E,0,D,0,75,40,20,55
Plank Shield,Magic,1,51,55,0,0,E,0,D,0,75,41.2,20,55
Plank Shield,Magic,2,53,57,0,0,E,0,D,0,75,42.4,20,55
Plank Shield,Magic,3,55,60,0,0,E,0,D,0,75,43.6,20,55
Plank Shield,Magic,4,58,62,0,0,E,0,D,0,75,44.8,20,55
Plank Shield,Magic,5,50,65,0,0,E,0,D,0,75,46,20,55
Plank Shield,Magic,6,63,68,0,0,E,0,D,0,75,47.2,20,55
Plank Shield,Magic,7,65,70,0,0,E,0,D,0,75,48.4,20,55
Plank Shield,Magic,8,68,73,0,0,E,0,D,0,75,49.6,20,55
Plank Shield,Magic,9,71,76,0,0,E,0,D,0,75,50.8,20,55
Plank Shield,Magic,10,78,84,0,0,E,0,D,0,75,52,20,55
Plank Shield,Divine,0,43,53,0,0,E,0,0,D,75,40,20,55
Plank Shield,Divine,1,45,56,0,0,E,0,0,D,75,40,20,55
Plank Shield,Divine,2,47,58,0,0,E,0,0,D,75,40,20,55
Plank Shield,Divine,3,50,61,0,0,E,0,0,D,75,40,20,55
Plank Shield,Divine,4,52,64,0,0,E,0,0,D,75,40,20,55
Plank Shield,Divine,5,54,66,0,0,E,0,0,D,75,40,20,55
Plank Shield,Divine,6,56,69,0,0,E,0,0,D,75,40,20,55
Plank Shield,Divine,7,59,72,0,0,E,0,0,D,75,40,20,55
Plank Shield,Divine,8,61,75,0,0,E,0,0,D,75,40,20,55
Plank Shield,Divine,9,64,78,0,0,E,0,0,D,75,40,20,55
Plank Shield,Divine,10,70,86,0,0,E,0,0,D,75,40,20,55
Plank Shield,Fire,0,52,0,52,0,0,0,0,0,75,40,20,55
Plank Shield,Fire,1,54,0,54,0,0,0,0,0,75,40,20.6,55
Plank Shield,Fire,2,56,0,56,0,0,0,0,0,75,40,21.2,55
Plank Shield,Fire,3,58,0,58,0,0,0,0,0,75,40,21.8,55
Plank Shield,Fire,4,60,0,60,0,0,0,0,0,75,40,22.4,55
Plank Shield,Fire,5,62,0,62,0,0,0,0,0,75,40,23,55
Plank Shield,Fire,6,66,0,66,0,0,0,0,0,75,40,23.6,55
