name,faith,intelligence,adjustment
Izalith Catalyst,0,17,114
Izalith Catalyst,0,18,119
Izalith Catalyst,0,19,125
Izalith Catalyst,0,20,130
Izalith Catalyst,0,21,136
Izalith Catalyst,0,22,142
Izalith Catalyst,0,23,147
Izalith Catalyst,0,24,153
Izalith Catalyst,0,25,158
Izalith Catalyst,0,26,164
Izalith Catalyst,0,27,170
Izalith Catalyst,0,28,175
Izalith Catalyst,0,29,181
Izalith Catalyst,0,30,186
Izalith Catalyst,0,31,192
Izalith Catalyst,0,32,198
Izalith Catalyst,0,33,199
Izalith Catalyst,0,34,200
Izalith Catalyst,0,35,202
Izalith Catalyst,0,36,203
Izalith Catalyst,0,37,205
Izalith Catalyst,0,38,206
Izalith Catalyst,0,39,207
Izalith Catalyst,0,40,209
Izalith Catalyst,0,41,210
Izalith Catalyst,0,42,211
Izalith Catalyst,0,43,213
Izalith Catalyst,0,44,214
Izalith Catalyst,0,45,216
Izalith Catalyst,0,46,217
Izalith Catalyst,0,47,219
Izalith Catalyst,0,48,220
Izalith Catalyst,0,49,221
Izalith Catalyst,0,50,223
Izalith Catalyst,0,51,224
Izalith Catalyst,0,52,226
Izalith Catalyst,0,53,226
Izalith Catalyst,0,54,226
Izalith Catalyst,0,55,226
Izalith Catalyst,0,56,227
Izalith Catalyst,0,57,227
Izalith Catalyst,0,58,227
Izalith Catalyst,0,59,228
Izalith Catalyst,0,60,228
Izalith Catalyst,0,61,228
Izalith Catalyst,0,62,228
Izalith Catalyst,0,63,229
Izalith Catalyst,0,64,229
Izalith Catalyst,0,65,229
Izalith Catalyst,0,66,230
Izalith Catalyst,0,67,230
Izalith Catalyst,0,68,230
Izalith Catalyst,0,69,230
Izalith Catalyst,0,70,231
Izalith Catalyst,0,71,231
Izalith Catalyst,0,72,231
Izalith Catalyst,0,73,232
Izalith Catalyst,0,74,232
Izalith Catalyst,0,75,232
Izalith Catalyst,0,76,232
Izalith Catalyst,0,77,233
Izalith Catalyst,0,78,233
Izalith Catalyst,0,79,233
Izalith Catalyst,0,80,233
Izalith Catalyst,0,81,234
Izalith Catalyst,0,82,234
Izalith Catalyst,0,83,234
Izalith Catalyst,0,84,235
Izalith Catalyst,0,85,235
Izalith Catalyst,0,86,235
Izalith Catalyst,0,87,236
Izalith Catalyst,0,88,236
Izalith Catalyst,0,89,236
Izalith Catalyst,0,90,236
Izalith Catalyst,0,91,237
Izalith Catalyst,0,92,237
Izalith Catalyst,0,93,237
Izalith Catalyst,0,94,237
Izalith Catalyst,0,95,238
Izalith Catalyst,0,96,238
Izalith Catalyst,0,97,238
Izalith Catalyst,0,98,239
Izalith Catalyst,0,99,239
Logan's Catalyst,0,26,100
Logan's Catalyst,0,27,100
Logan's Catalyst,0,28,112
Logan's Catalyst,0,29,124
Logan's Catalyst,0,30,136
Logan's Catalyst,0,31,148
Logan's Catalyst,0,32,160
Logan's Catalyst,0,33,165
Logan's Catalyst,0,34,170
Logan's Catalyst,0,35,175
Logan's Catalyst,0,36,180
Logan's Catalyst,0,37,185
Logan's Catalyst,0,38,190
Logan's Catalyst,0,39,195
Logan's Catalyst,0,40,200
Logan's Catalyst,0,41,205
Logan's Catalyst,0,42,209
Logan's Catalyst,0,43,215
Logan's Catalyst,0,44,220
Logan's Catalyst,0,45,225
Logan's Catalyst,0,46,230
Logan's Catalyst,0,47,234
Logan's Catalyst,0,48,235
Logan's Catalyst,0,49,235
Logan's Catalyst,0,50,235
Logan's Catalyst,0,51,236
Logan's Catalyst,0,52,236
Logan's Catalyst,0,53,236
Logan's Catalyst,0,54,237
Logan's Catalyst,0,55,237
Logan's Catalyst,0,56,237
Logan's Catalyst,0,57,237
Logan's Catalyst,0,58,238
Logan's Catalyst,0,59,238
Logan's Catalyst,0,60,238
Logan's Catalyst,0,61,239
Logan's Catalyst,0,62,239
Logan's Catalyst,0,63,239
Logan's Catalyst,0,64,239
Logan's Catalyst,0,65,240
Logan's Catalyst,0,66,240
Logan's Catalyst,0,67,240
Logan's Catalyst,0,68,241
Logan's Catalyst,0,69,241
Logan's Catalyst,0,70,241
Logan's Catalyst,0,71,241
Logan's Catalyst,0,72,242
Logan's Catalyst,0,73,242
Logan's Catalyst,0,74,242
Logan's Catalyst,0,75,243
Logan's Catalyst,0,76,243
Logan's Catalyst,0,77,243
Logan's Catalyst,0,78,243
Logan's Catalyst,0,79,244
Logan's Catalyst,0,80,244
Logan's Catalyst,0,81,244
Logan's Catalyst,0,82,244
Logan's Catalyst,0,83,245
Logan's Catalyst,0,84,245
Logan's Catalyst,0,85,245
Logan's Catalyst,0,86,246
Logan's Catalyst,0,87,246
Logan's Catalyst,0,88,246
Logan's Catalyst,0,89,246
Logan's Catalyst,0,90,247
Logan's Catalyst,0,91,247
Logan's Catalyst,0,92,247
Logan's Catalyst,0,93,248
Logan's Catalyst,0,94,248
Logan's Catalyst,0,95,248
Logan's Catalyst,0,96,248
Logan's Catalyst,0,97,249
Logan's Catalyst,0,98,249
Logan's Catalyst,0,99,249
Manus Catalyst,0,15,116
Manus Catalyst,0,16,118
Manus Catalyst,0,17,119
Manus Catalyst,0,18,127
Manus Catalyst,0,19,135
Manus Catalyst,0,20,142
Manus Catalyst,0,21,150
Manus Catalyst,0,22,158
Manus Catalyst,0,23,166
Manus Catalyst,0,24,174
Manus Catalyst,0,25,181
Manus Catalyst,0,26,189
Manus Catalyst,0,27,197
Manus Catalyst,0,28,205
Manus Catalyst,0,29,213
Manus Catalyst,0,30,220
Manus Catalyst,0,31,228
Manus Catalyst,0,32,236
Manus Catalyst,0,33,238
Manus Catalyst,0,34,240
Manus Catalyst,0,35,242
Manus Catalyst,0,36,244
Manus Catalyst,0,37,246
Manus Catalyst,0,38,248
Manus Catalyst,0,39,250
Manus Catalyst,0,40,252
Manus Catalyst,0,41,254
Manus Catalyst,0,42,256
Manus Catalyst,0,43,257
Manus Catalyst,0,44,259
Manus Catalyst,0,45,261
Manus Catalyst,0,46,263
Manus Catalyst,0,47,265
Manus Catalyst,0,48,267
Manus Catalyst,0,49,269
Manus Catalyst,0,50,271
Manus Catalyst,0,51,273
Manus Catalyst,0,52,275
Manus Catalyst,0,53,275
Manus Catalyst,0,54,276
Manus Catalyst,0,55,276
Manus Catalyst,0,56,277
Manus Catalyst,0,57,277
Manus Catalyst,0,58,277
Manus Catalyst,0,59,278
Manus Catalyst,0,60,278
Manus Catalyst,0,61,279
Manus Catalyst,0,62,279
Manus Catalyst,0,63,279
Manus Catalyst,0,64,280
Manus Catalyst,0,65,280
Manus Catalyst,0,66,281
Manus Catalyst,0,67,281
Manus Catalyst,0,68,281
Manus Catalyst,0,69,282
Manus Catalyst,0,70,282
Manus Catalyst,0,71,283
Manus Catalyst,0,72,283
Manus Catalyst,0,73,283
Manus Catalyst,0,74,284
Manus Catalyst,0,75,284
Manus Catalyst,0,76,285
Manus Catalyst,0,77,285
Manus Catalyst,0,78,285
Manus Catalyst,0,79,286
Manus Catalyst,0,80,286
Manus Catalyst,0,81,287
Manus Catalyst,0,82,287
Manus Catalyst,0,83,287
Manus Catalyst,0,84,288
Manus Catalyst,0,85,288
Manus Catalyst,0,86,289
Manus Catalyst,0,87,289
Manus Catalyst,0,88,289
Manus Catalyst,0,89,290
Manus Catalyst,0,90,290
Manus Catalyst,0,91,291
Manus Catalyst,0,92,291
Manus Catalyst,0,93,291
Manus Catalyst,0,94,292
Manus Catalyst,0,95,292
Manus Catalyst,0,96,293
Manus Catalyst,0,97,293
Manus Catalyst,0,98,293
Manus Catalyst,0,99,294
Oolacile Catalyst,0,13,180
Oolacile Catalyst,0,14,180
Oolacile Catalyst,0,15,180
Oolacile Catalyst,0,16,180
Oolacile Catalyst,0,17,180
Oolacile Catalyst,0,18,180
Oolacile Catalyst,0,19,180
Oolacile Catalyst,0,20,180
Oolacile Catalyst,0,21,180
Oolacile Catalyst,0,22,180
Oolacile Catalyst,0,23,180
Oolacile Catalyst,0,24,180
Oolacile Catalyst,0,25,180
Oolacile Catalyst,0,26,180
Oolacile Catalyst,0,27,180
Oolacile Catalyst,0,28,180
Oolacile Catalyst,0,29,180
Oolacile Catalyst,0,30,180
Oolacile Catalyst,0,31,180
Oolacile Catalyst,0,32,180
Oolacile Catalyst,0,33,180
Oolacile Catalyst,0,34,180
Oolacile Catalyst,0,35,180
Oolacile Catalyst,0,36,180
Oolacile Catalyst,0,37,180
Oolacile Catalyst,0,38,180
Oolacile Catalyst,0,39,180
Oolacile Catalyst,0,40,180
Oolacile Catalyst,0,41,180
Oolacile Catalyst,0,42,180
Oolacile Catalyst,0,43,180
Oolacile Catalyst,0,44,180
Oolacile Catalyst,0,45,180
Oolacile Catalyst,0,46,180
Oolacile Catalyst,0,47,180
Oolacile Catalyst,0,48,180
Oolacile Catalyst,0,49,180
Oolacile Catalyst,0,50,180
Oolacile Catalyst,0,51,180
Oolacile Catalyst,0,52,180
Oolacile Catalyst,0,53,180
Oolacile Catalyst,0,54,180
Oolacile Catalyst,0,55,180
Oolacile Catalyst,0,56,180
Oolacile Catalyst,0,57,180
Oolacile Catalyst,0,58,180
Oolacile Catalyst,0,59,180
Oolacile Catalyst,0,60,180
Oolacile Catalyst,0,61,180
Oolacile Catalyst,0,62,180
Oolacile Catalyst,0,63,180
Oolacile Catalyst,0,64,180
Oolacile Catalyst,0,65,180
Oolacile Catalyst,0,66,180
Oolacile Catalyst,0,67,180
Oolacile Catalyst,0,68,180
Oolacile Catalyst,0,69,180
Oolacile Catalyst,0,70,180
Oolacile Catalyst,0,71,180
Oolacile Catalyst,0,72,180
Oolacile Catalyst,0,73,180
Oolacile Catalyst,0,74,180
Oolacile Catalyst,0,75,180
Oolacile Catalyst,0,76,180
Oolacile Catalyst,0,77,180
Oolacile Catalyst,0,78,180
Oolacile Catalyst,0,79,180
Oolacile Catalyst,0,80,180
Oolacile Catalyst,0,81,180
Oolacile Catalyst,0,82,180
Oolacile Catalyst,0,83,180
Oolacile Catalyst,0,84,180
Oolacile Catalyst,0,85,180
Oolacile Catalyst,0,86,180
Oolacile Catalyst,0,87,180
Oolacile Catalyst,0,88,180
Oolacile Catalyst,0,89,180
Oolacile Catalyst,0,90,180
Oolacile Catalyst,0,91,180
Oolacile Catalyst,0,92,180
Oolacile Catalyst,0,93,180
Oolacile Catalyst,0,94,180
Oolacile Catalyst,0,95,180
Oolacile Catalyst,0,96,180
Oolacile Catalyst,0,97,180
Oolacile Catalyst,0,98,180
Oolacile Catalyst,0,99,180
Oolacile Ivory Catalyst,0,14,180
Oolacile Ivory Catalyst,0,15,180
Oolacile Ivory Catalyst,0,16,180
Oolacile Ivory Catalyst,0,17,180
Oolacile Ivory Catalyst,0,18,180
Oolacile Ivory Catalyst,0,19,180
Oolacile Ivory Catalyst,0,20,180
Oolacile Ivory Catalyst,0,21,180
Oolacile Ivory Catalyst,0,22,180
Oolacile Ivory Catalyst,0,23,180
Oolacile Ivory Catalyst,0,24,180
Oolacile Ivory Catalyst,0,25,180
Oolacile Ivory Catalyst,0,26,180
Oolacile Ivory Catalyst,0,27,180
Oolacile Ivory Catalyst,0,28,180
Oolacile Ivory Catalyst,0,29,180
Oolacile Ivory Catalyst,0,30,180
Oolacile Ivory Catalyst,0,31,180
Oolacile Ivory Catalyst,0,32,180
Oolacile Ivory Catalyst,0,33,180
Oolacile Ivory Catalyst,0,34,180
Oolacile Ivory Catalyst,0,35,180
Oolacile Ivory Catalyst,0,36,180
Oolacile Ivory Catalyst,0,37,180
Oolacile Ivory Catalyst,0,38,180
Oolacile Ivory Catalyst,0,39,180
Oolacile Ivory Catalyst,0,40,180
Oolacile Ivory Catalyst,0,41,180
Oolacile Ivory Catalyst,0,42,180
Oolacile Ivory Catalyst,0,43,180
Oolacile Ivory Catalyst,0,44,180
Oolacile Ivory Catalyst,0,45,180
Oolacile Ivory Catalyst,0,46,180
Oolacile Ivory Catalyst,0,47,180
Oolacile Ivory Catalyst,0,48,180
Oolacile Ivory Catalyst,0,49,180
Oolacile Ivory Catalyst,0,50,180
Oolacile Ivory Catalyst,0,51,180
Oolacile Ivory Catalyst,0,52,180
Oolacile Ivory Catalyst,0,53,180
Oolacile Ivory Catalyst,0,54,180
Oolacile Ivory Catalyst,0,55,180
Oolacile Ivory Catalyst,0,56,180
Oolacile Ivory Catalyst,0,57,180
Oolacile Ivory Catalyst,0,58,180
Oolacile Ivory Catalyst,0,59,180
Oolacile Ivory Catalyst,0,60,180
Oolacile Ivory Catalyst,0,61,180
Oolacile Ivory Catalyst,0,62,180
Oolacile Ivory Catalyst,0,63,180
Oolacile Ivory Catalyst,0,64,180
Oolacile Ivory Catalyst,0,65,180
Oolacile Ivory Catalyst,0,66,180
Oolacile Ivory Catalyst,0,67,180
Oolacile Ivory Catalyst,0,68,180
Oolacile Ivory Catalyst,0,69,180
Oolacile Ivory Catalyst,0,70,180
Oolacile Ivory Catalyst,0,71,180
Oolacile Ivory Catalyst,0,72,180
Oolacile Ivory Catalyst,0,73,180
Oolacile Ivory Catalyst,0,74,180
Oolacile Ivory Catalyst,0,75,180
Oolacile Ivory Catalyst,0,76,180
Oolacile Ivory Catalyst,0,77,180
Oolacile Ivory Catalyst,0,78,180
Oolacile Ivory Catalyst,0,79,180
Oolacile Ivory Catalyst,0,80,180
Oolacile Ivory Catalyst,0,81,180
Oolacile Ivory Catalyst,0,82,180
Oolacile Ivory Catalyst,0,83,180
Oolacile Ivory Catalyst,0,84,180
Oolacile Ivory Catalyst,0,85,180
Oolacile Ivory Catalyst,0,86,180
Oolacile Ivory Catalyst,0,87,180
Oolacile Ivory Catalyst,0,88,180
Oolacile Ivory Catalyst,0,89,180
Oolacile Ivory Catalyst,0,90,180
Oolacile Ivory Catalyst,0,91,180
Oolacile Ivory Catalyst,0,92,180
Oolacile Ivory Catalyst,0,93,180
Oolacile Ivory Catalyst,0,94,180
Oolacile Ivory Catalyst,0,95,180
Oolacile Ivory Catalyst,0,96,180
Oolacile Ivory Catalyst,0,97,180
Oolacile Ivory Catalyst,0,98,180
Oolacile Ivory Catalyst,0,99,180
Sorcerer's Catalyst,0,13,110
Sorcerer's Catalyst,0,14,111
Sorcerer's Catalyst,0,15,112
Sorcerer's Catalyst,0,16,113
Sorcerer's Catalyst,0,17,114
Sorcerer's Catalyst,0,18,119
Sorcerer's Catalyst,0,19,125
Sorcerer's Catalyst,0,20,130
Sorcerer's Catalyst,0,21,136
Sorcerer's Catalyst,0,22,142
Sorcerer's Catalyst,0,23,147
Sorcerer's Catalyst,0,24,153
Sorcerer's Catalyst,0,25,158
Sorcerer's Catalyst,0,26,164
Sorcerer's Catalyst,0,27,170
Sorcerer's Catalyst,0,28,175
Sorcerer's Catalyst,0,29,181
Sorcerer's Catalyst,0,30,186
Sorcerer's Catalyst,0,31,192
Sorcerer's Catalyst,0,32,198
Sorcerer's Catalyst,0,33,199
Sorcerer's Catalyst,0,34,200
Sorcerer's Catalyst,0,35,202
Sorcerer's Catalyst,0,36,203
Sorcerer's Catalyst,0,37,205
Sorcerer's Catalyst,0,38,206
Sorcerer's Catalyst,0,39,207
Sorcerer's Catalyst,0,40,209
Sorcerer's Catalyst,0,41,210
Sorcerer's Catalyst,0,42,211
Sorcerer's Catalyst,0,43,213
Sorcerer's Catalyst,0,44,214
Sorcerer's Catalyst,0,45,216
Sorcerer's Catalyst,0,46,217
Sorcerer's Catalyst,0,47,219
Sorcerer's Catalyst,0,48,220
Sorcerer's Catalyst,0,49,221
Sorcerer's Catalyst,0,50,223
Sorcerer's Catalyst,0,51,224
Sorcerer's Catalyst,0,52,226
Sorcerer's Catalyst,0,53,226
Sorcerer's Catalyst,0,54,226
Sorcerer's Catalyst,0,55,226
Sorcerer's Catalyst,0,56,227
Sorcerer's Catalyst,0,57,227
Sorcerer's Catalyst,0,58,227
Sorcerer's Catalyst,0,59,228
Sorcerer's Catalyst,0,60,228
Sorcerer's Catalyst,0,61,228
Sorcerer's Catalyst,0,62,228
Sorcerer's Catalyst,0,63,229
Sorcerer's Catalyst,0,64,229
Sorcerer's Catalyst,0,65,229
Sorcerer's Catalyst,0,66,230
Sorcerer's Catalyst,0,67,230
Sorcerer's Catalyst,0,68,230
Sorcerer's Catalyst,0,69,230
Sorcerer's Catalyst,0,70,231
Sorcerer's Catalyst,0,71,231
Sorcerer's Catalyst,0,72,231
Sorcerer's Catalyst,0,73,232
Sorcerer's Catalyst,0,74,232
Sorcerer's Catalyst,0,75,232
Sorcerer's Catalyst,0,76,232
Sorcerer's Catalyst,0,77,233
Sorcerer's Catalyst,0,78,233
Sorcerer's Catalyst,0,79,233
Sorcerer's Catalyst,0,80,233
Sorcerer's Catalyst,0,81,234
Sorcerer's Catalyst,0,82,234
Sorcerer's Catalyst,0,83,234
Sorcerer's Catalyst,0,84,235
Sorcerer's Catalyst,0,85,235
Sorcerer's Catalyst,0,86,235
Sorcerer's Catalyst,0,87,236
Sorcerer's Catalyst,0,88,236
Sorcerer's Catalyst,0,89,236
Sorcerer's Catalyst,0,90,236
Sorcerer's Catalyst,0,91,237
Sorcerer's Catalyst,0,92,237
Sorcerer's Catalyst,0,93,237
Sorcerer's Catalyst,0,94,237
Sorcerer's Catalyst,0,95,238
Sorcerer's Catalyst,0,96,238
Sorcerer's Catalyst,0,97,238
Sorcerer's Catalyst,0,98,239
Sorcerer's Catalyst,0,99,239
Tin Banishment Catalyst,0,14,109
Tin Banishment Catalyst,0,15,110
Tin Banishment Catalyst,0,16,111
Tin Banishment Catalyst,0,17,112
Tin Banishment Catalyst,0,18,116
Tin Banishment Catalyst,0,19,121
Tin Banishment Catalyst,0,20,126
Tin Banishment Catalyst,0,21,131
Tin Banishment Catalyst,0,22,136
Tin Banishment Catalyst,0,23,140
Tin Banishment Catalyst,0,24,145
Tin Banishment Catalyst,0,25,150
Tin Banishment Catalyst,0,26,155
Tin Banishment Catalyst,0,27,160
Tin Banishment Catalyst,0,28,164
Tin Banishment Catalyst,0,29,169
Tin Banishment Catalyst,0,30,174
Tin Banishment Catalyst,0,31,179
Tin Banishment Catalyst,0,32,184
Tin Banishment Catalyst,0,33,185
Tin Banishment Catalyst,0,34,186
Tin Banishment Catalyst,0,35,187
Tin Banishment Catalyst,0,36,188
Tin Banishment Catalyst,0,37,190
Tin Banishment Catalyst,0,38,191
Tin Banishment Catalyst,0,39,192
Tin Banishment Catalyst,0,40,193
Tin Banishment Catalyst,0,41,194
Tin Banishment Catalyst,0,42,196
Tin Banishment Catalyst,0,43,197
Tin Banishment Catalyst,0,44,198
Tin Banishment Catalyst,0,45,199
Tin Banishment Catalyst,0,46,200
Tin Banishment Catalyst,0,47,202
Tin Banishment Catalyst,0,48,203
Tin Banishment Catalyst,0,49,204
Tin Banishment Catalyst,0,50,205
Tin Banishment Catalyst,0,51,206
Tin Banishment Catalyst,0,52,208
Tin Banishment Catalyst,0,53,208
Tin Banishment Catalyst,0,54,208
Tin Banishment Catalyst,0,55,208
Tin Banishment Catalyst,0,56,208
Tin Banishment Catalyst,0,57,209
Tin Banishment Catalyst,0,58,209
Tin Banishment Catalyst,0,59,209
Tin Banishment Catalyst,0,60,209
Tin Banishment Catalyst,0,61,210
Tin Banishment Catalyst,0,62,210
Tin Banishment Catalyst,0,63,210
Tin Banishment Catalyst,0,64,210
Tin Banishment Catalyst,0,65,211
Tin Banishment Catalyst,0,66,211
Tin Banishment Catalyst,0,67,211
Tin Banishment Catalyst,0,68,211
Tin Banishment Catalyst,0,69,212
Tin Banishment Catalyst,0,70,212
Tin Banishment Catalyst,0,71,212
Tin Banishment Catalyst,0,72,212
Tin Banishment Catalyst,0,73,213
Tin Banishment Catalyst,0,74,213
Tin Banishment Catalyst,0,75,213
Tin Banishment Catalyst,0,76,213
Tin Banishment Catalyst,0,77,214
Tin Banishment Catalyst,0,78,214
Tin Banishment Catalyst,0,79,214
Tin Banishment Catalyst,0,80,214
Tin Banishment Catalyst,0,81,215
Tin Banishment Catalyst,0,82,215
Tin Banishment Catalyst,0,83,215
Tin Banishment Catalyst,0,84,215
Tin Banishment Catalyst,0,85,216
Tin Banishment Catalyst,0,86,216
Tin Banishment Catalyst,0,87,216
Tin Banishment Catalyst,0,88,216
Tin Banishment Catalyst,0,89,217
Tin Banishment Catalyst,0,90,217
Tin Banishment Catalyst,0,91,217
Tin Banishment Catalyst,0,92,217
Tin Banishment Catalyst,0,93,218
Tin Banishment Catalyst,0,94,218
Tin Banishment Catalyst,0,95,218
Tin Banishment Catalyst,0,96,218
Tin Banishment Catalyst,0,97,219
Tin Banishment Catalyst,0,98,219
Tin Banishment Catalyst,0,99,219
Tin Crystallization Catalyst,0,34,254
Tin Crystallization Catalyst,0,35,256
Tin Crystallization Catalyst,0,36,259
Tin Crystallization Catalyst,0,37,261
Tin Crystallization Catalyst,0,38,263
Tin Crystallization Catalyst,0,39,265
Tin Crystallization Catalyst,0,40,267
Tin Crystallization Catalyst,0,41,269
Tin Crystallization Catalyst,0,42,272
Tin Crystallization Catalyst,0,43,274
Tin Crystallization Catalyst,0,44,276
Tin Crystallization Catalyst,0,45,278
Tin Crystallization Catalyst,0,46,280
Tin Crystallization Catalyst,0,47,282
Tin Crystallization Catalyst,0,48,284
Tin Crystallization Catalyst,0,49,287
Tin Crystallization Catalyst,0,50,289
Tin Crystallization Catalyst,0,51,291
Tin Crystallization Catalyst,0,52,293
Tin Crystallization Catalyst,0,53,293
Tin Crystallization Catalyst,0,54,294
Tin Crystallization Catalyst,0,55,294
Tin Crystallization Catalyst,0,56,295
Tin Crystallization Catalyst,0,57,295
Tin Crystallization Catalyst,0,58,296
Tin Crystallization Catalyst,0,59,296
Tin Crystallization Catalyst,0,60,297
Tin Crystallization Catalyst,0,61,297
Tin Crystallization Catalyst,0,62,297
